,name,github_id,category,resource,homepage,contributor_count,description,projectrank,show,pypi_id,conda_id,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,recent_commit_count,trending,helm_id,updated_github_id,maven_id,maven_url,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id
175,tesserocr,sirfz/tesserocr,ocr,,{},35.0,"A simple, Pillow-friendly, Python wrapper around tesseract-ocr API using Cython.",14,False,tesserocr,conda-forge/tesserocr,,,,2020-07-10 15:30:26.694,2026-09-22 18:08:21.649000,,,,,,,,,,,,428340.0,7.0,1485.0,1485.0,https://pypi.org/project/tesserocr,423070.0,https://anaconda.org/conda-forge/tesserocr,2026-09-22 18:08:21.649,389993.0,2.0,,,,,,,,,,,,,,,,,,
176,EasyOCR,JaidedAI/EasyOCR,ocr,,{},129.0,,14,False,easyocr,,,,,,,,,,,,,,,,,,1962263.0,,18293.0,18293.0,https://pypi.org/project/easyocr,1962263.0,,,,2.0,,,,,,,,,,,,,,,,,,
177,datashader,holoviz/datashader,data-viz,,{},65.0,Data visualization toolchain based on aggregating into a grid.,14,False,datashader,conda-forge/datashader,,,,2020-05-25 22:22:03.938,2026-05-19 13:17:28.903000,,,,,,,,,,,,317169.0,33.0,6496.0,6496.0,https://pypi.org/project/datashader,290123.0,https://anaconda.org/conda-forge/datashader,2026-05-19 13:17:28.903,2055532.0,2.0,,,,,,,,,,,,,,,,,,
178,missingno,ResidentMario/missingno,data-viz,,{},18.0,Missing data visualization module for Python.,14,False,missingno,conda-forge/missingno,,,,2024-03-02 01:06:25.066,2025-09-17 20:28:20.219000,,,,,,,,,,,,277696.0,5.0,23648.0,23648.0,https://pypi.org/project/missingno,257721.0,https://anaconda.org/conda-forge/missingno,2025-09-17 20:28:20.219,599271.0,2.0,,,,,,,,,,,,,,,,,,
179,evaluate,huggingface/evaluate,interpretability,,{},142.0,,14,False,evaluate,,,,,,,,,,,,,,,,,,2860388.0,,26103.0,26103.0,https://pypi.org/project/evaluate,2860388.0,,,,1.0,,,,,,,,,,,,,,,,,,
180,Lime,marcotcr/lime,interpretability,,{},62.0,Explaining the predictions of any machine learning classifier.,14,False,lime,conda-forge/lime,,,,2020-06-28 01:02:39.858,2025-04-22 14:56:30.659000,,,,,,,,,,,,408003.0,11.0,9895.0,9895.0,https://pypi.org/project/lime,402611.0,https://anaconda.org/conda-forge/lime,2025-04-22 14:56:30.659,404437.0,1.0,,,,,,,,,,,,,,,,,,
181,pyLDAvis,bmabey/pyLDAvis,interpretability,,{},42.0,Python library for interactive topic model visualization.,14,False,pyldavis,conda-forge/pyldavis,['jupyter'],,,2021-03-22 07:23:59.104,2025-04-22 14:56:51.622000,,,,,,,,,,,,104576.0,7.0,7514.0,7514.0,https://pypi.org/project/pyldavis,102805.0,https://anaconda.org/conda-forge/pyldavis,2025-04-22 14:56:51.622,116903.0,1.0,,,,,,,,,,,,,,,,,,
182,Captum,pytorch/captum,interpretability,,{},151.0,Model interpretability for PyTorch.,14,False,captum,conda-forge/captum,['pytorch'],,,2021-12-30 19:59:39.750,2026-04-17 07:52:38.995000,,,,,,,,,,,,343069.0,5.0,3772.0,3772.0,https://pypi.org/project/captum,339800.0,https://anaconda.org/conda-forge/captum,2026-04-17 07:52:38.995,186363.0,1.0,,,,,,,,,,,,,,,,,,
183,PySAL,pysal/pysal,geospatial-data,,{},82.0,Library of spatial analysis functions.,14,False,pysal,conda-forge/pysal,,,,2020-07-30 10:24:56.727,2026-08-01 14:34:03.251000,,,,,,,,,,,,82496.0,25.0,1881.0,1881.0,https://pypi.org/project/pysal,67867.0,https://anaconda.org/conda-forge/pysal,2026-08-01 14:34:03.251,1082582.0,3.0,,,,,,,,,,,,,,,,,,
184,Keras Tuner,keras-team/keras-tuner,hyperopt,,{},61.0,Hypertuner for Keras.,14,False,keras-tuner,conda-forge/keras-tuner,['tensorflow'],,,2021-08-02 13:21:10.519,2025-12-30 15:56:03.681000,,,,,,,,,,,,131121.0,16.0,6290.0,6290.0,https://pypi.org/project/keras-tuner,129739.0,https://anaconda.org/conda-forge/keras-tuner,2025-12-30 15:56:03.681,84351.0,2.0,,,,,,,,,,,,,,,,,,
185,PyCaret,pycaret/pycaret,hyperopt,,{},144.0,"PyCaret - An open source, low-code machine learning library in Python.",14,False,pycaret,conda-forge/pycaret,,,,2020-08-12 05:38:21.683,2025-04-22 14:57:34.170000,,,,,,,,,,,,227831.0,19.0,7967.0,7967.0,https://pypi.org/project/pycaret,226451.0,https://anaconda.org/conda-forge/pycaret,2025-04-22 14:57:34.170,100793.0,2.0,,,,,,,,,,,,,,,,,,
186,Ax,facebook/Ax,hyperopt,,{},220.0,Adaptive Experimentation.,14,False,ax-platform,conda-forge/ax-platform,['pytorch'],,,2021-06-22 17:59:01.165,2026-06-17 01:27:01.329000,,,,,,,,,,,,155847.0,29.0,1348.0,1348.0,https://pypi.org/project/ax-platform,154649.0,https://anaconda.org/conda-forge/ax-platform,2026-06-17 01:27:01.329,75516.0,2.0,,,,,,,,,,,,,,,,,,
187,BoTorch,pytorch/botorch,hyperopt,,{},167.0,Bayesian Optimization in PyTorch.,14,False,botorch,conda-forge/botorch,['pytorch'],,,2020-08-01 11:16:39.122,2026-06-09 03:34:16.649000,,,,,,,,,,,,416094.0,43.0,1964.0,1964.0,https://pypi.org/project/botorch,412876.0,https://anaconda.org/conda-forge/botorch,2026-06-09 03:34:16.649,234922.0,2.0,,,,,,,,,,,,,,,,,,
188,stable-baselines3,DLR-RM/stable-baselines3,reinforcement-learning,,{},174.0,,14,False,stable-baselines3,,,,,,,,,,,,,,,,,,751451.0,,10621.0,10621.0,https://pypi.org/project/stable-baselines3,751451.0,,,,1.0,,,,,,,,,,,,,,,,,,
189,DEAP,deap/deap,distributed-ml,,{},93.0,Distributed Evolutionary Algorithms in Python.,14,False,deap,conda-forge/deap,,,,2020-10-12 23:47:32.551,2026-05-06 22:52:09.525000,,,,,,,,,,,,368586.0,9.0,7109.0,7109.0,https://pypi.org/project/deap,357150.0,https://anaconda.org/conda-forge/deap,2026-05-06 22:52:09.525,811959.0,2.0,,,,,,,,,,,,,,,,,,
190,tslearn,tslearn-team/tslearn,time-series-data,,{},55.0,A machine learning toolkit dedicated to time-series data.,14,False,tslearn,conda-forge/tslearn,['sklearn'],,,2020-06-15 20:45:09.304,2026-07-03 08:42:17.384000,,,,,,,,,,,,229882.0,30.0,2017.0,2017.0,https://pypi.org/project/tslearn,202009.0,https://anaconda.org/conda-forge/tslearn,2026-07-03 08:42:17.384,2090480.0,2.0,,,,,,,,,,,,,,,,,,
191,GluonTS,awslabs/gluon-ts,time-series-data,,{},119.0,"GluonTS is a Python toolkit for probabilistic time series modeling, built around Apache MXNet (incubating).",14,False,gluonts,anaconda/gluonts,['pytorch'],,,2021-10-14 12:53:05.194,2026-09-02 15:53:58.150000,,,,,,,,,,,,279799.0,6.0,1700.0,1700.0,https://pypi.org/project/gluonts,279701.0,https://anaconda.org/anaconda/gluonts,2026-09-02 15:53:58.150,5805.0,2.0,,,,,,,,,,,,,,,,,,
192,weaviate,weaviate/weaviate,nn-search,,{},190.0,,14,False,weaviate-client,,,,,,,,,,,,,,,,,,9519838.0,,1158.0,1158.0,https://pypi.org/project/weaviate-client,9519838.0,,,,2.0,,,,,,,,,,,,,,,,,,
193,speechbrain,speechbrain/speechbrain,audio,,{},283.0,,14,False,speechbrain,,['pytorch'],,,,,,,,,,,,,,,,981484.0,,4448.0,4448.0,https://pypi.org/project/speechbrain,981484.0,,,,1.0,,,,,,,,,,,,,,,,,,
194,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,{},381.0,"Client library to download and publish models, datasets and other repos on the huggingface.co hub.",14,False,huggingface_hub,conda-forge/huggingface_hub,,,,2021-02-12 21:11:22.751,2026-09-20 17:56:54.007000,,,,,,,,,,,,224069962.0,174.0,,,https://pypi.org/project/huggingface_hub,223956801.0,https://anaconda.org/conda-forge/huggingface_hub,2026-09-20 17:56:54.007,7581837.0,2.0,,,,,,,,,,,,,,,,,,
195,gpustat,wookayin/gpustat,gpu-utilities,,{},19.0,A simple command-line utility for querying and monitoring GPU status.,14,False,gpustat,conda-forge/gpustat,,,,2020-11-24 19:59:02.801,2025-04-22 14:57:03.401000,,,,,,,,,,,,1148706.0,5.0,8259.0,8259.0,https://pypi.org/project/gpustat,1143687.0,https://anaconda.org/conda-forge/gpustat,2025-04-22 14:57:03.401,351387.0,2.0,,,,,,,,,,,,,,,,,,
196,PyCUDA,inducer/pycuda,gpu-utilities,,{},84.0,Python wrapper for CUDA.,14,False,pycuda,conda-forge/pycuda,,,,2021-03-24 21:15:24.222,2025-10-27 15:24:05.554000,,,,,,,,,,,,130630.0,9.0,4148.0,4148.0,https://pypi.org/project/pycuda,108260.0,https://anaconda.org/conda-forge/pycuda,2025-10-27 15:24:05.554,1476450.0,2.0,,,,,,,,,,,,,,,,,,
197,emcee,dfm/emcee,probabilistics,,{},78.0,The Python ensemble sampling toolkit for MCMC.,14,False,emcee,conda-forge/emcee,,,,2021-06-27 13:53:55.745,2025-04-22 14:56:23.732000,,,,,,,,,,,,667031.0,12.0,3475.0,3475.0,https://pypi.org/project/emcee,653536.0,https://anaconda.org/conda-forge/emcee,2025-04-22 14:56:23.732,850190.0,2.0,,,,,,,,,,,,,,,,,,
198,PyStan,stan-dev/pystan,probabilistics,,{},14.0,"Python interface to Stan, a package for Bayesian inference.",14,False,pystan,conda-forge/pystan,,,,2020-08-25 22:10:44.292,2025-04-22 14:56:33.006000,,,,,,,,,,,,738001.0,13.0,10632.0,10632.0,https://pypi.org/project/pystan,688348.0,https://anaconda.org/conda-forge/pystan,2025-04-22 14:56:33.006,3624671.0,2.0,,,,,,,,,,,,,,,,,,
199,SALib,SALib/SALib,probabilistics,,{},59.0,Sensitivity Analysis Library.,14,False,salib,conda-forge/salib,,,,2020-10-24 17:04:38.048,2026-09-20 15:44:52.688000,,,,,,,,,,,,388111.0,17.0,1809.0,1809.0,https://pypi.org/project/salib,380348.0,https://anaconda.org/conda-forge/salib,2026-09-20 15:44:52.688,551182.0,2.0,,,,,,,,,,,,,,,,,,
200,pingouin,raphaelvallat/pingouin,probabilistics,,{},51.0,Pingouin is an open-source statistical package written in Python 3 and based mostly on Pandas and NumPy.,14,False,pingouin,conda-forge/pingouin,,,,2020-06-15 06:04:02.429,2026-03-28 17:04:20.161000,,,,,,,,,,,,508072.0,30.0,3597.0,3597.0,https://pypi.org/project/pingouin,504819.0,https://anaconda.org/conda-forge/pingouin,2026-03-28 17:04:20.161,244022.0,2.0,,,,,,,,,,,,,,,,,,
201,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,{},21.0,Statistical post-hoc analysis and outlier detection algorithms.,14,False,scikit-posthocs,conda-forge/scikit-posthocs,['sklearn'],,,2020-10-13 01:11:10.773,2026-08-29 16:27:42.650000,,,,,,,,,,,,139329.0,17.0,1300.0,1300.0,https://pypi.org/project/scikit-posthocs,122182.0,https://anaconda.org/conda-forge/scikit-posthocs,2026-08-29 16:27:42.650,1217457.0,2.0,,,,,,,,,,,,,,,,,,
202,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,{},45.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",14,False,pytorch-metric-learning,metric-learning/pytorch-metric-learning,['pytorch'],,,2020-01-15 21:48:23.571,2025-03-25 16:28:35.582000,,,,,,,,,,,,1832607.0,54.0,3307.0,3307.0,https://pypi.org/project/pytorch-metric-learning,1832433.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2025-03-25 16:28:35.582,13921.0,2.0,,,,,,,,,,,,,,,,,,
203,scikit-survival,sebp/scikit-survival,sklearn-utils,,{},26.0,Survival analysis built on top of scikit-learn.,14,False,scikit-survival,conda-forge/scikit-survival,['sklearn'],,,2021-11-09 12:11:50.632,2026-07-05 12:16:19.854000,,,,,,,,,,,,173448.0,19.0,1046.0,1046.0,https://pypi.org/project/scikit-survival,166447.0,https://anaconda.org/conda-forge/scikit-survival,2026-07-05 12:16:19.854,406110.0,2.0,,,,,,,,,,,,,,,,,,
204,Feature Engine,feature-engine/feature_engine,others,,{},69.0,Feature engineering and selection package with Scikit-learns fit and transform functionality.,14,False,feature_engine,conda-forge/feature_engine,,,,2020-08-06 19:43:35.639,2026-02-28 00:54:25.851000,,,,,,,,,,,,151551.0,26.0,3932.0,3932.0,https://pypi.org/project/feature_engine,150176.0,https://anaconda.org/conda-forge/feature_engine,2026-02-28 00:54:25.851,100406.0,1.0,,,,,,,,,,,,,,,,,,
205,PennyLane,PennyLaneAI/PennyLane,others,,{},231.0,PennyLane is a Python quantum machine learning library by Xanadu Inc.,14,False,pennylane,conda-forge/pennylane,,,,2021-11-24 17:17:59.313,2025-04-22 14:58:05.852000,,,,,,,,,,,,154307.0,19.0,2207.0,2207.0,https://pypi.org/project/pennylane,146350.0,https://anaconda.org/conda-forge/pennylane,2025-04-22 14:58:05.852,461550.0,1.0,,,,,,,,,,,,,,,,,,
206,pyjanitor,pyjanitor-devs/pyjanitor,others,,{},128.0,Tools for cleaning pandas DataFrames.,14,False,pyjanitor,conda-forge/pyjanitor,,,,2020-05-18 15:23:06.586,2026-09-03 18:18:16.216000,,,,,,,,,,,,183208.0,82.0,1023.0,1023.0,https://pypi.org/project/pyjanitor,177750.0,https://anaconda.org/conda-forge/pyjanitor,2026-09-03 18:18:16.216,414883.0,1.0,,,,,,,,,,,,,,,,,,
207,Datasette,simonw/datasette,others,,{},103.0,An open source multi-tool for exploring and publishing data.,14,False,datasette,conda-forge/datasette,,,,2021-04-21 16:46:59.352,2026-09-19 17:21:43.007000,,,,,,,,,,,,162427.0,34.0,1835.0,1835.0,https://pypi.org/project/datasette,160956.0,https://anaconda.org/conda-forge/datasette,2026-09-19 17:21:43.007,95636.0,1.0,,,,,,,,,,,,,,,,datasette,,
208,skorch,skorch-dev/skorch,ml-frameworks,,{},76.0,A scikit-learn compatible neural network library that wraps pytorch.,13,False,skorch,conda-forge/skorch,"['pytorch', 'sklearn']",,,2020-09-19 04:12:05.913,2026-05-20 05:57:04.606000,,,,,,,,,,,,94170.0,18.0,1820.0,1820.0,https://pypi.org/project/skorch,82337.0,https://anaconda.org/conda-forge/skorch,2026-05-20 05:57:04.606,852017.0,3.0,,,,,,,,,,,,,,,,,,
209,textacy,chartbeat-labs/textacy,nlp,,{},35.0,"NLP, before and after spaCy.",13,False,textacy,conda-forge/textacy,,,,2017-05-12 21:55:59.675,2025-04-22 14:56:36.813000,,,,,,,,,,,,81099.0,12.0,2092.0,2092.0,https://pypi.org/project/textacy,78321.0,https://anaconda.org/conda-forge/textacy,2025-04-22 14:56:36.813,311159.0,2.0,,,,,,,,,,,,,,,,,,
210,nlpaug,makcedward/nlpaug,nlp,,{},34.0,Natrual language processing data Augmentation library.,13,False,nlpaug,conda-forge/nlpaug,,,,2021-06-28 02:58:38.053,2025-04-22 14:57:56.135000,,,,,,,,,,,,106441.0,7.0,1904.0,1904.0,https://pypi.org/project/nlpaug,105514.0,https://anaconda.org/conda-forge/nlpaug,2025-04-22 14:57:56.135,58419.0,2.0,,,,,,,,,,,,,,,,,,
211,spacy-transformers,explosion/spacy-transformers,nlp,,{},24.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",13,False,spacy-transformers,conda-forge/spacy-transformers,['spacy'],,,2021-11-18 17:41:04.018,2026-03-24 13:10:30.640000,,,,,,,,,,,,225201.0,22.0,2431.0,2431.0,https://pypi.org/project/spacy-transformers,221861.0,https://anaconda.org/conda-forge/spacy-transformers,2026-03-24 13:10:30.640,193731.0,2.0,,,,,,,,,,,,,,,,,,
212,autogen,microsoft/autogen,agents,,{},534.0,,13,False,autogen-agentchat,,,,,,,,,,,,,,,,,,380657.0,,4595.0,4595.0,https://pypi.org/project/autogen-agentchat,380657.0,,,,3.0,,,,,,,,,,,,,,,,,,
213,haystack,deepset-ai/haystack,agents,,{},479.0,,13,False,haystack-ai,,,,,,,,,,,,,,,,,,534198.0,,1857.0,1857.0,https://pypi.org/project/haystack-ai,534198.0,,,,3.0,,,,,,,,,,,,,,,,,,
214,agno,agno-agi/agno,agents,,{},583.0,,13,False,agno,,,,,,,,,,,,,,,,,,1716151.0,,3167.0,3167.0,https://pypi.org/project/agno,1716151.0,,,,3.0,,,,,,,,,,,,,,,,,,
215,Pillow-SIMD,uploadcare/pillow-simd,image,,{},509.0,,13,False,pillow-simd,,,,PIL,,,,,,,,,,,,,,91558.0,,1151.0,1151.0,https://pypi.org/project/pillow-simd,91558.0,,,,2.0,,,,,,,,,,,,,,,,,,
216,detectron2,facebookresearch/detectron2,image,,{},287.0,Detectron2 is FAIRs next-generation platform for object detection and segmentation.,13,False,detectron2,conda-forge/detectron2,['pytorch'],,,2020-07-09 13:12:53.248,2026-06-18 17:18:26.312000,,,,,,,,,,,,15543.0,9.0,2653.0,2653.0,https://pypi.org/project/detectron2,,https://anaconda.org/conda-forge/detectron2,2026-06-18 17:18:26.312,1150217.0,2.0,,,,,,,,,,,,,,,,,,
217,MMDetection,open-mmlab/mmdetection,image,,{},453.0,,13,False,mmdet,,['pytorch'],,,,,,,,,,,,,,,,136099.0,,4149.0,4149.0,https://pypi.org/project/mmdet,136099.0,,,,2.0,,,,,,,,,,,,,,,,,,
218,Face Recognition,ageitgey/face_recognition,image,,{},55.0,Recognize faces from Python or from the command line.,13,False,face_recognition,conda-forge/face_recognition,['pytorch'],,,2020-09-14 16:50:56.246,2025-04-22 14:57:35.730000,,,,,,,,,,,,101826.0,1.0,5679.0,5679.0,https://pypi.org/project/face_recognition,101189.0,https://anaconda.org/conda-forge/face_recognition,2025-04-22 14:57:35.730,45900.0,2.0,,,,,,,,,,,,,,,,,,
219,InsightFace,deepinsight/insightface,image,,{},67.0,,13,False,insightface,,['mxnet'],,,,,,,,,,,,,,,,928685.0,,5373.0,5373.0,https://pypi.org/project/insightface,928685.0,,,,2.0,,,,,,,,,,,,,,,,,,
220,D-Tale,man-group/dtale,data-viz,,{},33.0,D-Tale is the combination of a Flask back-end and a React front-end to bring you an easy way to view & analyze Pandas..,13,False,dtale,conda-forge/dtale,"['pandas', 'jupyter']",,LGPL-2.1,2020-05-31 14:48:59.449,2026-04-01 13:43:46.846000,,,,,,,,,,,,38308.0,160.0,1540.0,1540.0,https://pypi.org/project/dtale,30261.0,https://anaconda.org/conda-forge/dtale,2026-04-01 13:43:46.846,611575.0,2.0,,,,,,,,,,,,,,,,,,
221,pyvis,WestHealth/pyvis,data-viz,,{},32.0,,13,False,pyvis,,,,,,,,,,,,,,,,,,1480599.0,,12767.0,12767.0,https://pypi.org/project/pyvis,1480599.0,,,,2.0,,,,,,,,,,,,,,,,,,
222,Perspective,finos/perspective,data-viz,,{},104.0,Streaming pivot visualization via WebAssembly.,13,False,perspective-python,conda-forge/perspective,['jupyter'],,,2020-06-07 15:10:08.248,2026-09-18 19:28:21.816000,,,,,,,,,,,,79328.0,94.0,219.0,219.0,https://pypi.org/project/perspective-python,37393.0,https://anaconda.org/conda-forge/perspective,2026-09-18 19:28:21.816,3129242.0,2.0,,,,,,,,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,212.0,,,
223,pyecharts,pyecharts/pyecharts,data-viz,,{},45.0,,13,False,pyecharts,,['jupyter'],,,,,,,,,,,,,,,,617721.0,,5709.0,5709.0,https://pypi.org/project/pyecharts,617721.0,,,,2.0,,,,,,,,,,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,,,,,,
224,openTSNE,pavlin-policar/openTSNE,data-viz,,{},15.0,"Extensible, parallel implementations of t-SNE.",13,False,opentsne,conda-forge/opentsne,,,,2020-08-04 09:05:14.594,2026-09-23 21:19:38.688000,,,,,,,,,,,,124225.0,24.0,1149.0,1149.0,https://pypi.org/project/opentsne,115292.0,https://anaconda.org/conda-forge/opentsne,2026-09-23 21:19:38.688,652167.0,2.0,,,,,,,,,,,,,,,,,,
225,scikit-plot,reiinakano/scikit-plot,interpretability,,{},13.0,An intuitive library to add plotting functionality to scikit-learn objects.,13,False,scikit-plot,conda-forge/scikit-plot,['sklearn'],,,2017-07-28 13:12:37.676,2025-04-22 14:56:38.875000,,,,,,,,,,,,272575.0,6.0,6611.0,6611.0,https://pypi.org/project/scikit-plot,267270.0,https://anaconda.org/conda-forge/scikit-plot,2025-04-22 14:56:38.875,583602.0,2.0,,,,,,,,,,,,,,,,,,
226,dgl,dmlc/dgl,graph,,{},298.0,,13,False,dgl,,,,,,,,,,,,,,,,,,81190.0,,4273.0,4273.0,https://pypi.org/project/dgl,81190.0,,,,2.0,,,,,,,,,,,,,,,,,,
227,bt,pmorissette/bt,financial-data,,{},46.0,bt - flexible backtesting for Python.,13,False,bt,conda-forge/bt,,,,2021-04-23 10:15:55.354,2026-09-12 12:57:52.644000,,,,,,,,,,,,26426.0,10.0,1754.0,1754.0,https://pypi.org/project/bt,23843.0,https://anaconda.org/conda-forge/bt,2026-09-12 12:57:52.644,167922.0,2.0,,,,,,,,,,,,,,,,,,
228,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,{},58.0,,13,False,bayesian-optimization,,,,,,,,,,,,,,,,,,626417.0,,4254.0,4254.0,https://pypi.org/project/bayesian-optimization,626417.0,,,,2.0,,,,,,,,,,,,,,,,,,
229,nevergrad,facebookresearch/nevergrad,hyperopt,,{},59.0,A Python toolbox for performing gradient-free optimization.,13,False,nevergrad,conda-forge/nevergrad,,,,2020-05-26 12:59:59.482,2025-04-22 14:57:24.222000,,,,,,,,,,,,388917.0,15.0,1260.0,1260.0,https://pypi.org/project/nevergrad,387889.0,https://anaconda.org/conda-forge/nevergrad,2025-04-22 14:57:24.222,78163.0,2.0,,,,,,,,,,,,,,,,,,
230,featuretools,alteryx/featuretools,hyperopt,,{},75.0,a framework for automated feature engineering.,13,False,featuretools,conda-forge/featuretools,,,,2020-06-04 23:17:05.307,2025-04-22 14:56:57.460000,,,,,,,,,,,,95082.0,77.0,2173.0,2173.0,https://pypi.org/project/featuretools,90761.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,324137.0,2.0,,,,,,,,,,,,,,,,,,
231,aim,aimhubio/aim,ml-experiments,,{},82.0,"A super-easy way to record, search and compare 1000s of ML training runs.",13,False,aim,conda-forge/aim,,,,2021-07-07 13:38:09.942,2026-02-02 15:43:00.878000,,,,,,,,,,,,85166.0,12.0,1245.0,1245.0,https://pypi.org/project/aim,82072.0,https://anaconda.org/conda-forge/aim,2026-02-02 15:43:00.878,191866.0,2.0,,,,,,,,,,,,,,,,,,
232,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,{},45.0,Biosignals classification with Riemannian Geometry.,13,False,pyriemann,conda-forge/pyriemann,['sklearn'],,,2022-06-08 12:07:57.776,2026-07-21 00:00:13.884000,,,,,,,,,,,,61143.0,11.0,518.0,518.0,https://pypi.org/project/pyriemann,60623.0,https://anaconda.org/conda-forge/pyriemann,2026-07-21 00:00:13.884,26558.0,3.0,,,,,,,,,,,,https://pyriemann.readthedocs.io/en/latest/,,,,,,
233,dask-ml,dask/dask-ml,distributed-ml,,{},82.0,Distributed and parallel machine learning using dask.,13,False,dask-ml,conda-forge/dask-ml,,,,2020-05-26 20:29:09.888,2025-04-22 14:56:42.913000,,,,,,,,,,,,66603.0,31.0,1358.0,1358.0,https://pypi.org/project/dask-ml,48533.0,https://anaconda.org/conda-forge/dask-ml,2025-04-22 14:56:42.913,1373392.0,3.0,,,,,,,,,,,,,,,,,,
234,SDV,sdv-dev/SDV,tabular,,{},51.0,"Synthetic Data Generation for tabular, relational and time series data.",13,False,sdv,conda-forge/sdv,,,,2021-12-01 17:23:52.352,2026-09-06 18:49:28.818000,,,,,,,,,,,,53157.0,78.0,921.0,921.0,https://pypi.org/project/sdv,51204.0,https://anaconda.org/conda-forge/sdv,2026-09-06 18:49:28.818,111361.0,1.0,,,,,,,,,,,,,,,,,,
235,implicit,benfred/implicit,recommender-systems,,{},37.0,Fast Python Collaborative Filtering for Implicit Datasets.,13,False,implicit,conda-forge/implicit,,,,2020-09-15 03:41:22.783,2026-05-14 22:07:46.291000,,,,,,,,,,,,264833.0,18.0,2029.0,2029.0,https://pypi.org/project/implicit,235534.0,https://anaconda.org/conda-forge/implicit,2026-05-14 22:07:46.291,2109534.0,1.0,,,,,,,,,,,,,,,,,,
236,Coqui TTS,coqui-ai/TTS,audio,,{},166.0,Deep learning for Text to Speech by Coqui.,13,False,tts,conda-forge/tts,"['pytorch', 'tensorflow']",,,2021-10-18 17:44:58.974,2025-04-22 14:58:02.848000,,,,,,,,,,,,56435.0,4.0,3812.0,3812.0,https://pypi.org/project/tts,55750.0,https://anaconda.org/conda-forge/tts,2025-04-22 14:58:02.848,40433.0,2.0,,,,,,,,,,,,,,,,,,
237,SpeechRecognition,Uberi/speech_recognition,audio,,{},62.0,"Library for performing speech recognition, with support for several engines and APIs, online and offline.",13,False,SpeechRecognition,conda-forge/speechrecognition,,,,2020-08-20 04:16:29.624,2026-09-06 14:10:27.730000,,,,,,,,,,,,8980332.0,27.0,24.0,24.0,https://pypi.org/project/SpeechRecognition,8971682.0,https://anaconda.org/conda-forge/speechrecognition,2026-09-06 14:10:27.730,631512.0,2.0,,,,,,,,,,,,,,,,,,
